nuc,name,category_name,category_code,total
WJLS,City of Joondalup Libraries. Joondalup Public Library.,"Images, Maps & Artefacts",image,59
WJLS,City of Joondalup Libraries. Joondalup Public Library.,Magazines & Newsletters,magazine,0
WJLS,City of Joondalup Libraries. Joondalup Public Library.,"Music, Audio & Video",music,489
WJLS,City of Joondalup Libraries. Joondalup Public Library.,Research & Reports,research,411
WWHI,City of Joondalup Libraries. Whitford Library.,Books & Libraries,book,0
WWHI,City of Joondalup Libraries. Whitford Library.,"Diaries, Letters & Archives",diary,0
WWHI,City of Joondalup Libraries. Whitford Library.,"Images, Maps & Artefacts",image,0
WWHI,City of Joondalup Libraries. Whitford Library.,Magazines & Newsletters,magazine,0
WWHI,City of Joondalup Libraries. Whitford Library.,"Music, Audio & Video",music,0
WWHI,City of Joondalup Libraries. Whitford Library.,Research & Reports,research,0
WWOD,City of Joondalup Libraries. Woodvale Library.,Books & Libraries,book,0
WWOD,City of Joondalup Libraries. Woodvale Library.,"Diaries, Letters & Archives",diary,0
WWOD,City of Joondalup Libraries. Woodvale Library.,"Images, Maps & Artefacts",image,0
WWOD,City of Joondalup Libraries. Woodvale Library.,Magazines & Newsletters,magazine,0
WWOD,City of Joondalup Libraries. Woodvale Library.,"Music, Audio & Video",music,0
WWOD,City of Joondalup Libraries. Woodvale Library.,Research & Reports,research,0
,City of Kalamunda Libraries.,Books & Libraries,book,0
,City of Kalamunda Libraries.,"Diaries, Letters & Archives",diary,0
,City of Kalamunda Libraries.,"Images, Maps & Artefacts",image,0
,City of Kalamunda Libraries.,Magazines & Newsletters,magazine,0
,City of Kalamunda Libraries.,"Music, Audio & Video",music,0
,City of Kalamunda Libraries.,Research & Reports,research,0
WFOR,City of Kalamunda Libraries. Forrestfield Public Library.,Books & Libraries,book,0
WFOR,City of Kalamunda Libraries. Forrestfield Public Library.,"Diaries, Letters & Archives",diary,0
WFOR,City of Kalamunda Libraries. Forrestfield Public Library.,"Images, Maps & Artefacts",image,0
WFOR,City of Kalamunda Libraries. Forrestfield Public Library.,Magazines & Newsletters,magazine,0
WFOR,City of Kalamunda Libraries. Forrestfield Public Library.,"Music, Audio & Video",music,0
WFOR,City of Kalamunda Libraries. Forrestfield Public Library.,Research & Reports,research,0
WHIW,City of Kalamunda Libraries. High Wycombe Public Library.,Books & Libraries,book,0
WHIW,City of Kalamunda Libraries. High Wycombe Public Library.,"Diaries, Letters & Archives",diary,0
WHIW,City of Kalamunda Libraries. High Wycombe Public Library.,"Images, Maps & Artefacts",image,0
WHIW,City of Kalamunda Libraries. High Wycombe Public Library.,Magazines & Newsletters,magazine,0
WHIW,City of Kalamunda Libraries. High Wycombe Public Library.,"Music, Audio & Video",music,0
WHIW,City of Kalamunda Libraries. High Wycombe Public Library.,Research & Reports,research,0
WKLM,City of Kalamunda Libraries. Kalamunda Public Library.,Books & Libraries,book,0
WKLM,City of Kalamunda Libraries. Kalamunda Public Library.,"Diaries, Letters & Archives",diary,0
WKLM,City of Kalamunda Libraries. Kalamunda Public Library.,"Images, Maps & Artefacts",image,0
WKLM,City of Kalamunda Libraries. Kalamunda Public Library.,Magazines & Newsletters,magazine,0
WKLM,City of Kalamunda Libraries. Kalamunda Public Library.,"Music, Audio & Video",music,0
WKLM,City of Kalamunda Libraries. Kalamunda Public Library.,Research & Reports,research,0
WLES,City of Kalamunda Libraries. Lesmurdie Community Library.,Books & Libraries,book,0
WLES,City of Kalamunda Libraries. Lesmurdie Community Library.,"Diaries, Letters & Archives",diary,0
WLES,City of Kalamunda Libraries. Lesmurdie Community Library.,"Images, Maps & Artefacts",image,0
WLES,City of Kalamunda Libraries. Lesmurdie Community Library.,Magazines & Newsletters,magazine,0
WLES,City of Kalamunda Libraries. Lesmurdie Community Library.,"Music, Audio & Video",music,0
WLES,City of Kalamunda Libraries. Lesmurdie Community Library.,Research & Reports,research,0
WKAL,City of Kalgoorlie-Boulder. William Grundt Memorial Library.,Books & Libraries,book,55901
WKAL,City of Kalgoorlie-Boulder. William Grundt Memorial Library.,"Diaries, Letters & Archives",diary,123
WKAL,City of Kalgoorlie-Boulder. William Grundt Memorial Library.,"Images, Maps & Artefacts",image,259
WKAL,City of Kalgoorlie-Boulder. William Grundt Memorial Library.,Magazines & Newsletters,magazine,0
WKAL,City of Kalgoorlie-Boulder. William Grundt Memorial Library.,"Music, Audio & Video",music,20130
WKAL,City of Kalgoorlie-Boulder. William Grundt Memorial Library.,Research & Reports,research,851
,City of Karratha.,Books & Libraries,book,0
,City of Karratha.,"Diaries, Letters & Archives",diary,0
,City of Karratha.,"Images, Maps & Artefacts",image,0
,City of Karratha.,Magazines & Newsletters,magazine,0
,City of Karratha.,"Music, Audio & Video",music,0
,City of Karratha.,Research & Reports,research,0
WDAM,City of Karratha. Dampier Public Library.,Books & Libraries,book,0
WDAM,City of Karratha. Dampier Public Library.,"Diaries, Letters & Archives",diary,0
WDAM,City of Karratha. Dampier Public Library.,"Images, Maps & Artefacts",image,0
WDAM,City of Karratha. Dampier Public Library.,Magazines & Newsletters,magazine,0
WDAM,City of Karratha. Dampier Public Library.,"Music, Audio & Video",music,0
WDAM,City of Karratha. Dampier Public Library.,Research & Reports,research,0
WKCL,City of Karratha. Karratha Public Library.,Books & Libraries,book,17333
WKCL,City of Karratha. Karratha Public Library.,"Diaries, Letters & Archives",diary,73
WKCL,City of Karratha. Karratha Public Library.,"Images, Maps & Artefacts",image,230
WKCL,City of Karratha. Karratha Public Library.,Magazines & Newsletters,magazine,1
WKCL,City of Karratha. Karratha Public Library.,"Music, Audio & Video",music,8793
WKCL,City of Karratha. Karratha Public Library.,Research & Reports,research,1548
WKLHA,City of Karratha. Local History Archives.,Books & Libraries,book,0
WKLHA,City of Karratha. Local History Archives.,"Diaries, Letters & Archives",diary,0
WKLHA,City of Karratha. Local History Archives.,"Images, Maps & Artefacts",image,8
WKLHA,City of Karratha. Local History Archives.,Magazines & Newsletters,magazine,0
WKLHA,City of Karratha. Local History Archives.,"Music, Audio & Video",music,1
WKLHA,City of Karratha. Local History Archives.,Research & Reports,research,0
WROE,City of Karratha. Roebourne Public Library.,Books & Libraries,book,0
WROE,City of Karratha. Roebourne Public Library.,"Diaries, Letters & Archives",diary,0
WROE,City of Karratha. Roebourne Public Library.,"Images, Maps & Artefacts",image,0
WROE,City of Karratha. Roebourne Public Library.,Magazines & Newsletters,magazine,0
WROE,City of Karratha. Roebourne Public Library.,"Music, Audio & Video",music,0
WROE,City of Karratha. Roebourne Public Library.,Research & Reports,research,0
WWIC,City of Karratha. Wickham Public Library.,Books & Libraries,book,0
WWIC,City of Karratha. Wickham Public Library.,"Diaries, Letters & Archives",diary,0
WWIC,City of Karratha. Wickham Public Library.,"Images, Maps & Artefacts",image,0
WWIC,City of Karratha. Wickham Public Library.,Magazines & Newsletters,magazine,0
WWIC,City of Karratha. Wickham Public Library.,"Music, Audio & Video",music,0
WWIC,City of Karratha. Wickham Public Library.,Research & Reports,research,0
WKWI,City of Kwinana. Kwinana Public Library.,Books & Libraries,book,0
WKWI,City of Kwinana. Kwinana Public Library.,"Diaries, Letters & Archives",diary,0
WKWI,City of Kwinana. Kwinana Public Library.,"Images, Maps & Artefacts",image,0
WKWI,City of Kwinana. Kwinana Public Library.,Magazines & Newsletters,magazine,0
WKWI,City of Kwinana. Kwinana Public Library.,"Music, Audio & Video",music,0
WKWI,City of Kwinana. Kwinana Public Library.,Research & Reports,research,0
,City of Mandurah Libraries.,Books & Libraries,book,0
,City of Mandurah Libraries.,"Diaries, Letters & Archives",diary,0
,City of Mandurah Libraries.,"Images, Maps & Artefacts",image,0
,City of Mandurah Libraries.,Magazines & Newsletters,magazine,0
,City of Mandurah Libraries.,"Music, Audio & Video",music,0
,City of Mandurah Libraries.,Research & Reports,research,0
WFAL,City of Mandurah Libraries. Falcon Library & Community Centre.,Books & Libraries,book,0
WFAL,City of Mandurah Libraries. Falcon Library & Community Centre.,"Diaries, Letters & Archives",diary,0
WFAL,City of Mandurah Libraries. Falcon Library & Community Centre.,"Images, Maps & Artefacts",image,0
WFAL,City of Mandurah Libraries. Falcon Library & Community Centre.,Magazines & Newsletters,magazine,0
WFAL,City of Mandurah Libraries. Falcon Library & Community Centre.,"Music, Audio & Video",music,0
WFAL,City of Mandurah Libraries. Falcon Library & Community Centre.,Research & Reports,research,0
WLAKE,City of Mandurah Libraries. Lakelands Library and Community Centre.,Books & Libraries,book,0
WLAKE,City of Mandurah Libraries. Lakelands Library and Community Centre.,"Diaries, Letters & Archives",diary,0
WLAKE,City of Mandurah Libraries. Lakelands Library and Community Centre.,"Images, Maps & Artefacts",image,0
WLAKE,City of Mandurah Libraries. Lakelands Library and Community Centre.,Magazines & Newsletters,magazine,0
WLAKE,City of Mandurah Libraries. Lakelands Library and Community Centre.,"Music, Audio & Video",music,0
WLAKE,City of Mandurah Libraries. Lakelands Library and Community Centre.,Research & Reports,research,0
WMAN,City of Mandurah Libraries. Mandurah Library.,Books & Libraries,book,1
WMAN,City of Mandurah Libraries. Mandurah Library.,"Diaries, Letters & Archives",diary,0
WMAN,City of Mandurah Libraries. Mandurah Library.,"Images, Maps & Artefacts",image,0
WMAN,City of Mandurah Libraries. Mandurah Library.,Magazines & Newsletters,magazine,0
WMAN,City of Mandurah Libraries. Mandurah Library.,"Music, Audio & Video",music,0
WMAN,City of Mandurah Libraries. Mandurah Library.,Research & Reports,research,0
VCML,City of Melbourne Libraries.,Books & Libraries,book,96083
VCML,City of Melbourne Libraries.,"Diaries, Letters & Archives",diary,763
VCML,City of Melbourne Libraries.,"Images, Maps & Artefacts",image,453
VCML,City of Melbourne Libraries.,Magazines & Newsletters,magazine,0
VCML,City of Melbourne Libraries.,"Music, Audio & Video",music,39582
VCML,City of Melbourne Libraries.,Research & Reports,research,2627
,City of Melbourne Libraries. City Library.,Books & Libraries,book,0
,City of Melbourne Libraries. City Library.,"Diaries, Letters & Archives",diary,0
,City of Melbourne Libraries. City Library.,"Images, Maps & Artefacts",image,0
,City of Melbourne Libraries. City Library.,Magazines & Newsletters,magazine,0
,City of Melbourne Libraries. City Library.,"Music, Audio & Video",music,0
,City of Melbourne Libraries. City Library.,Research & Reports,research,0
VCML:HC,City of Melbourne Libraries. City of Melbourne Libraries online Heritage Collection.,Books & Libraries,book,0
VCML:HC,City of Melbourne Libraries. City of Melbourne Libraries online Heritage Collection.,"Diaries, Letters & Archives",diary,12412
VCML:HC,City of Melbourne Libraries. City of Melbourne Libraries online Heritage Collection.,"Images, Maps & Artefacts",image,156
VCML:HC,City of Melbourne Libraries. City of Melbourne Libraries online Heritage Collection.,Magazines & Newsletters,magazine,0
VCML:HC,City of Melbourne Libraries. City of Melbourne Libraries online Heritage Collection.,"Music, Audio & Video",music,0
VCML:HC,City of Melbourne Libraries. City of Melbourne Libraries online Heritage Collection.,Research & Reports,research,0
,City of Melbourne Libraries. East Melbourne Library.,Books & Libraries,book,0
,City of Melbourne Libraries. East Melbourne Library.,"Diaries, Letters & Archives",diary,0
,City of Melbourne Libraries. East Melbourne Library.,"Images, Maps & Artefacts",image,0
,City of Melbourne Libraries. East Melbourne Library.,Magazines & Newsletters,magazine,0
,City of Melbourne Libraries. East Melbourne Library.,"Music, Audio & Video",music,0
,City of Melbourne Libraries. East Melbourne Library.,Research & Reports,research,0
,City of Melbourne Libraries. Kathleen Syme Library.,Books & Libraries,book,0
,City of Melbourne Libraries. Kathleen Syme Library.,"Diaries, Letters & Archives",diary,0
,City of Melbourne Libraries. Kathleen Syme Library.,"Images, Maps & Artefacts",image,0
,City of Melbourne Libraries. Kathleen Syme Library.,Magazines & Newsletters,magazine,0
,City of Melbourne Libraries. Kathleen Syme Library.,"Music, Audio & Video",music,0
,City of Melbourne Libraries. Kathleen Syme Library.,Research & Reports,research,0
,City of Melbourne Libraries. Library at the Dock.,Books & Libraries,book,0
,City of Melbourne Libraries. Library at the Dock.,"Diaries, Letters & Archives",diary,0
,City of Melbourne Libraries. Library at the Dock.,"Images, Maps & Artefacts",image,0
,City of Melbourne Libraries. Library at the Dock.,Magazines & Newsletters,magazine,0
,City of Melbourne Libraries. Library at the Dock.,"Music, Audio & Video",music,0
,City of Melbourne Libraries. Library at the Dock.,Research & Reports,research,0
,City of Melbourne Libraries. North Melbourne Library.,Books & Libraries,book,0
,City of Melbourne Libraries. North Melbourne Library.,"Diaries, Letters & Archives",diary,0
,City of Melbourne Libraries. North Melbourne Library.,"Images, Maps & Artefacts",image,0
,City of Melbourne Libraries. North Melbourne Library.,Magazines & Newsletters,magazine,0
,City of Melbourne Libraries. North Melbourne Library.,"Music, Audio & Video",music,0
,City of Melbourne Libraries. North Melbourne Library.,Research & Reports,research,0
,City of Melbourne Libraries. Southbank Library.,Books & Libraries,book,0
,City of Melbourne Libraries. Southbank Library.,"Diaries, Letters & Archives",diary,0
,City of Melbourne Libraries. Southbank Library.,"Images, Maps & Artefacts",image,0
,City of Melbourne Libraries. Southbank Library.,Magazines & Newsletters,magazine,0
,City of Melbourne Libraries. Southbank Library.,"Music, Audio & Video",music,0
,City of Melbourne Libraries. Southbank Library.,Research & Reports,research,0
,City of Melville.,Books & Libraries,book,0
,City of Melville.,"Diaries, Letters & Archives",diary,0
,City of Melville.,"Images, Maps & Artefacts",image,0
,City of Melville.,Magazines & Newsletters,magazine,0
,City of Melville.,"Music, Audio & Video",music,0
,City of Melville.,Research & Reports,research,0
WAHB,City of Melville. AH Bracks Library.,Books & Libraries,book,0
WAHB,City of Melville. AH Bracks Library.,"Diaries, Letters & Archives",diary,0
WAHB,City of Melville. AH Bracks Library.,"Images, Maps & Artefacts",image,0
WAHB,City of Melville. AH Bracks Library.,Magazines & Newsletters,magazine,0
WAHB,City of Melville. AH Bracks Library.,"Music, Audio & Video",music,0
WAHB,City of Melville. AH Bracks Library.,Research & Reports,research,0
WBUL,City of Melville. Bull Creek Library.,Books & Libraries,book,0
WBUL,City of Melville. Bull Creek Library.,"Diaries, Letters & Archives",diary,0
WBUL,City of Melville. Bull Creek Library.,"Images, Maps & Artefacts",image,0
