nuc,name,zone,total
VRL,Australian Radiation Protection and Nuclear Safety Agency. ARPANSA Library Services.,map,1
VRL,Australian Radiation Protection and Nuclear Safety Agency. ARPANSA Library Services.,collection,0
VRL,Australian Radiation Protection and Nuclear Safety Agency. ARPANSA Library Services.,music,10
VRL,Australian Radiation Protection and Nuclear Safety Agency. ARPANSA Library Services.,picture,0
VRL,Australian Radiation Protection and Nuclear Safety Agency. ARPANSA Library Services.,article,1071
VRL,Australian Radiation Protection and Nuclear Safety Agency. ARPANSA Library Services.,book,6685
VRCS,Australian Red Cross. Research and Information Service.,people,0
VRCS,Australian Red Cross. Research and Information Service.,map,0
VRCS,Australian Red Cross. Research and Information Service.,collection,0
VRCS,Australian Red Cross. Research and Information Service.,music,0
VRCS,Australian Red Cross. Research and Information Service.,picture,0
VRCS,Australian Red Cross. Research and Information Service.,article,0
VRCS,Australian Red Cross. Research and Information Service.,book,0
AAIS,Australian Sports Commission. National Sport Information Centre.,people,0
AAIS,Australian Sports Commission. National Sport Information Centre.,map,3
AAIS,Australian Sports Commission. National Sport Information Centre.,picture,1
AAIS,Australian Sports Commission. National Sport Information Centre.,collection,11
AAIS,Australian Sports Commission. National Sport Information Centre.,music,233
AAIS,Australian Sports Commission. National Sport Information Centre.,article,2640
AAIS,Australian Sports Commission. National Sport Information Centre.,book,22059
